step,loss,tps,mfu
220,9.23102,174,0.65
221,9.20762,329,1.23
222,9.19560,370,1.39
223,9.18175,319,1.20
224,9.16019,464,1.74
225,9.14764,361,1.36
226,9.13092,381,1.43
227,9.11214,385,1.44
228,9.10048,332,1.25
229,9.08343,355,1.33
230,9.07250,454,1.71
231,9.05443,345,1.30
232,9.03914,262,0.98
233,9.02586,182,0.68
234,9.01593,325,1.22
235,8.99950,507,1.90
236,8.98780,187,0.70
237,8.97371,358,1.34
238,8.96568,426,1.60
239,8.94270,327,1.23
240,8.93186,585,2.19
241,8.91787,400,1.50
242,8.90768,223,0.84
243,8.89204,283,1.06
244,8.88070,323,1.21
245,8.87440,498,1.87
246,8.85444,222,0.83
247,8.84672,377,1.42
248,8.83895,280,1.05
249,8.82166,371,1.39
250,8.81504,264,0.99
251,8.80040,368,1.38
252,8.78670,278,1.04
253,8.77418,439,1.65
254,8.76617,364,1.37
255,8.75248,385,1.45
256,8.74690,386,1.45
257,8.72731,337,1.27
258,8.71688,414,1.55
259,8.70967,244,0.91
260,8.69663,432,1.62
261,8.68928,636,2.39
262,8.68318,451,1.69
263,8.66649,489,1.84
264,8.65568,379,1.42
265,8.64693,513,1.93
266,8.63559,459,1.72
267,8.63081,649,2.44
268,8.61749,594,2.23
269,8.61296,478,1.79
270,8.60161,502,1.88
271,8.58994,364,1.37
272,8.57717,504,1.89
273,8.57094,513,1.93
274,8.56608,961,3.61
275,8.55359,472,1.77
276,8.54816,593,2.23
277,8.53709,387,1.45
278,8.52471,421,1.58
279,8.51897,669,2.51
280,8.51041,390,1.46
281,8.50168,326,1.22
282,8.49373,511,1.92
283,8.48068,431,1.62
284,8.48207,565,2.12
285,8.47265,1041,3.91
286,8.45991,546,2.05
287,8.45164,773,2.90
288,8.43817,698,2.62
289,8.43229,609,2.29
290,8.42429,570,2.14
291,8.41783,548,2.06
292,8.40502,528,1.98
293,8.39341,640,2.40
294,8.38656,612,2.30
295,8.37122,475,1.78
296,8.36863,372,1.40
297,8.36088,447,1.68
298,8.35735,788,2.96
299,8.34853,219,0.82
300,8.33916,22,0.08
301,8.33469,25,0.10
302,8.31617,24,0.09
303,8.30474,38,0.14
304,8.30320,18,0.07
305,8.28788,15,0.06
306,8.28228,31,0.12
307,8.27467,23,0.09
308,8.26956,35,0.13
309,8.25794,25,0.10
310,8.24391,22,0.08
311,8.23945,20,0.07
312,8.22941,15,0.06
313,8.22438,42,0.16
314,8.21334,29,0.11
315,8.20648,27,0.10
316,8.20154,16,0.06
317,8.19128,67,0.25
318,8.17732,159,0.59
319,8.16659,285,1.07
320,8.16412,231,0.87
321,8.15428,187,0.70
322,8.14585,208,0.78
323,8.13565,235,0.88
324,8.13133,222,0.83
325,8.12115,261,0.98
326,8.11460,212,0.80
327,8.10405,281,1.05
328,8.09067,306,1.15
329,8.08475,283,1.06
330,8.07598,284,1.07
331,8.06952,209,0.78
332,8.06285,311,1.17
333,8.05726,301,1.13
334,8.05158,281,1.05
335,8.03905,343,1.29
336,8.03021,318,1.19
337,8.02163,295,1.11
338,8.01408,376,1.41
339,8.00936,48,0.18
340,7.99863,682,2.56
341,7.99566,755,2.83
342,7.98290,621,2.33
343,7.98022,754,2.83
344,7.96951,448,1.68
345,7.95902,693,2.60
346,7.95773,716,2.69
347,7.94797,481,1.80
348,7.93792,709,2.66
349,7.93294,532,2.00
350,7.92958,711,2.67
351,7.91362,746,2.80
352,7.90455,95,0.36
353,7.90309,31,0.12
354,7.88951,48,0.18
355,7.88093,68,0.26
356,7.87910,162,0.61
357,7.87240,572,2.15
358,7.85827,795,2.98
359,7.84904,802,3.01
360,7.85335,568,2.13
361,7.83742,1052,3.95
362,7.82964,832,3.12
363,7.83042,944,3.54
364,7.80604,664,2.49
365,7.81025,717,2.69
366,7.80183,542,2.03
367,7.79579,716,2.69
368,7.78811,846,3.17
369,7.77389,948,3.56
370,7.77808,1178,4.42
371,7.76193,896,3.36
372,7.75589,546,2.05
373,7.75046,843,3.16
374,7.74681,684,2.57
375,7.73383,1733,6.50
376,7.73561,749,2.81
377,7.72920,984,3.69
378,7.71890,1243,4.66
379,7.71809,544,2.04
380,7.71071,879,3.30
381,7.69639,295,1.11
382,7.69461,700,2.63
383,7.68497,143,0.53
384,7.67625,665,2.49
385,7.67732,780,2.93
386,7.66125,930,3.49
387,7.66712,551,2.07
388,7.66035,639,2.40
389,7.64658,1099,4.12
390,7.64695,892,3.35
391,7.63930,178,0.67
392,7.62989,882,3.31
393,7.62256,398,1.49
394,7.61663,257,0.96
395,7.60852,205,0.77
396,7.60764,431,1.62
397,7.60019,417,1.57
398,7.60963,236,0.89
399,7.59044,348,1.31
400,7.58248,239,0.90
401,7.58063,85,0.32
402,7.57415,466,1.75
403,7.56175,340,1.28
404,7.56258,328,1.23
405,7.54841,290,1.09
406,7.55091,430,1.61
407,7.54196,371,1.39
408,7.54194,217,0.82
409,7.54136,438,1.64
410,7.52971,459,1.72
411,7.52312,290,1.09
412,7.51020,410,1.54
413,7.51611,359,1.35
414,7.50685,448,1.68
415,7.49928,354,1.33
416,7.49338,165,0.62
417,7.48740,924,3.47
418,7.48347,727,2.73
419,7.47971,876,3.29
420,7.47291,555,2.08
421,7.47518,1114,4.18
422,7.46115,1156,4.34
423,7.45582,750,2.81
424,7.45264,975,3.66
425,7.44639,707,2.65
426,7.44086,904,3.39
427,7.42909,1057,3.97
428,7.42708,1361,5.11
429,7.42582,1338,5.02
430,7.42423,1189,4.46
431,7.41099,509,1.91
432,7.40833,665,2.49
433,7.40611,642,2.41
434,7.39680,698,2.62
435,7.39853,500,1.87
436,7.38431,571,2.14
437,7.38454,530,1.99
438,7.38286,506,1.90
439,7.38068,566,2.12
440,7.36646,939,3.52
441,7.37396,1316,4.94
442,7.35842,685,2.57
443,7.35356,552,2.07
444,7.34961,612,2.30
445,7.35114,485,1.82
446,7.34548,493,1.85
447,7.33329,693,2.60
448,7.33602,1393,5.23
449,7.33540,799,3.00
450,7.32436,788,2.96
451,7.32005,438,1.64
452,7.31269,248,0.93
453,7.31047,479,1.80
454,7.30678,362,1.36
455,7.30438,101,0.38
456,7.29953,95,0.36
457,7.29446,529,1.99
458,7.29417,540,2.02
459,7.29005,288,1.08
460,7.27985,729,2.74
461,7.28065,385,1.44
462,7.27330,398,1.49
463,7.26514,584,2.19
464,7.27059,507,1.90
465,7.25597,900,3.38
466,7.25113,824,3.09
467,7.25341,591,2.22
468,7.23875,464,1.74
469,7.24408,818,3.07
470,7.23755,739,2.77
471,7.24040,431,1.62
472,7.23042,618,2.32
473,7.22495,646,2.42
474,7.22323,713,2.67
475,7.22011,814,3.06
476,7.21247,846,3.18
477,7.20377,846,3.18
478,7.20815,813,3.05
479,7.19339,765,2.87
480,7.20241,827,3.10
481,7.19044,533,2.00
482,7.19137,638,2.39
483,7.18634,859,3.22
484,7.17513,469,1.76
485,7.18318,606,2.27
486,7.17416,777,2.92
487,7.16840,885,3.32
488,7.16881,690,2.59
489,7.16278,1253,4.70
490,7.16203,999,3.75
491,7.15381,765,2.87
492,7.15580,649,2.44
493,7.15240,206,0.77
494,7.15050,189,0.71
495,7.14038,268,1.01
496,7.14010,698,2.62
497,7.13278,832,3.12
498,7.13923,764,2.87
499,7.13078,1083,4.06
500,7.12424,838,3.15
501,7.11758,112,0.42
502,7.12079,1087,4.08
503,7.11543,530,1.99
504,7.11278,740,2.78
505,7.10594,580,2.17
506,7.10330,161,0.60
507,7.10368,985,3.70
508,7.09486,253,0.95
509,7.08836,480,1.80
510,7.09223,866,3.25
511,7.08817,476,1.79
512,7.09022,815,3.06
513,7.08864,486,1.82
514,7.07983,690,2.59
515,7.08016,672,2.52
516,7.07676,535,2.01
517,7.07974,844,3.17
518,7.07250,480,1.80
519,7.06415,762,2.86
520,7.06273,933,3.50
521,7.06224,626,2.35
522,7.05625,1004,3.77
523,7.04658,650,2.44
524,7.05644,450,1.69
525,7.04600,888,3.33
526,7.04214,906,3.40
527,7.03999,628,2.36
528,7.03159,811,3.04
529,7.02736,1118,4.19
530,7.03062,643,2.41
531,7.02166,526,1.97
532,7.02510,646,2.42
533,7.02276,444,1.67
534,7.02288,616,2.31
535,7.01236,830,3.11
536,7.01836,676,2.54
537,7.01459,469,1.76
538,7.00477,568,2.13
539,7.00008,863,3.24
540,7.01256,795,2.98
541,6.99971,814,3.05
542,6.98861,771,2.89
543,6.99855,770,2.89
544,6.99060,581,2.18
545,6.97748,465,1.75
546,6.98200,634,2.38
547,6.98189,554,2.08
548,6.97707,574,2.15
549,6.97715,909,3.41
550,6.96813,755,2.83
551,6.96948,833,3.13
552,6.96686,584,2.19
553,6.96434,816,3.06
554,6.96377,787,2.95
555,6.95324,565,2.12
556,6.95621,647,2.43
557,6.95569,834,3.13
558,6.94634,608,2.28
559,6.94503,376,1.41
560,6.94632,1042,3.91
561,6.95252,547,2.05
562,6.93859,1110,4.16
563,6.94225,555,2.08
564,6.93899,565,2.12
565,6.92812,526,1.97
566,6.92967,394,1.48
567,6.91984,1580,5.93
568,6.92090,797,2.99
569,6.92309,724,2.72
570,6.91898,543,2.04
571,6.91492,660,2.48
572,6.91946,988,3.71
573,6.91425,966,3.63
574,6.91482,1095,4.11
575,6.91271,434,1.63
576,6.90336,930,3.49
577,6.89013,469,1.76
578,6.89470,759,2.85
579,6.89818,919,3.45
580,6.89083,696,2.61
581,6.89619,696,2.61
582,6.89044,756,2.84
583,6.88320,946,3.55
584,6.88021,808,3.03
585,6.88778,355,1.33
586,6.88085,324,1.21
587,6.87395,110,0.41
588,6.87428,386,1.45
589,6.87555,525,1.97
590,6.87098,493,1.85
591,6.86826,637,2.39
592,6.86228,612,2.30
593,6.86568,619,2.32
594,6.85954,785,2.95
595,6.85789,712,2.67
596,6.85492,578,2.17
597,6.85797,464,1.74
598,6.86065,561,2.10
599,6.85353,573,2.15
600,6.85241,396,1.48
601,6.84350,115,0.43
602,6.83762,808,3.03
603,6.84254,617,2.31
604,6.83542,682,2.56
605,6.83854,394,1.48
606,6.83557,588,2.21
607,6.83337,729,2.73
608,6.82923,845,3.17
609,6.82063,587,2.20
610,6.82944,1026,3.85
611,6.81960,531,1.99
612,6.81818,613,2.30
613,6.81210,863,3.24
614,6.81045,761,2.86
615,6.81543,566,2.12
616,6.80614,500,1.88
617,6.80553,721,2.70
618,6.81403,690,2.59
619,6.80787,806,3.02
620,6.80544,589,2.21
621,6.80544,642,2.41
622,6.80154,1099,4.12
623,6.78877,461,1.73
624,6.78770,669,2.51
625,6.79395,1015,3.81
626,6.78960,576,2.16
627,6.79065,317,1.19
628,6.78767,833,3.13
629,6.78758,404,1.52
630,6.78397,515,1.93
631,6.77506,863,3.24
632,6.78068,611,2.29
633,6.77022,551,2.07
634,6.76475,910,3.41
635,6.77505,541,2.03
636,6.76933,680,2.55
637,6.76313,765,2.87
638,6.76407,574,2.15
639,6.77186,608,2.28
640,6.76435,1059,3.97
641,6.75080,646,2.42
642,6.76224,575,2.16
643,6.75383,684,2.57
644,6.74934,660,2.48
645,6.75550,360,1.35
646,6.75616,464,1.74
647,6.74121,760,2.85
648,6.74460,759,2.85
649,6.75061,691,2.59
650,6.74621,792,2.97
651,6.73237,743,2.79
652,6.73949,293,1.10
653,6.73873,1018,3.82
654,6.73171,865,3.25
655,6.72106,813,3.05
656,6.72767,393,1.47
657,6.72532,527,1.98
658,6.72409,526,1.97
659,6.73357,629,2.36
660,6.71460,972,3.65
661,6.72143,783,2.94
662,6.71665,377,1.41
663,6.72224,288,1.08
664,6.70943,600,2.25
665,6.71099,674,2.53
666,6.70093,462,1.73
667,6.70372,662,2.48
668,6.70416,740,2.78
669,6.70162,949,3.56
670,6.70015,534,2.00
671,6.69843,480,1.80
672,6.69361,677,2.54
673,6.69048,245,0.92
674,6.68969,768,2.88
675,6.69527,684,2.57
676,6.69176,600,2.25
677,6.68921,614,2.30
678,6.68740,852,3.20
679,6.68480,487,1.83
680,6.67602,380,1.43
681,6.67441,339,1.27
682,6.67557,374,1.40
683,6.68659,583,2.19
684,6.67061,336,1.26
685,6.66513,123,0.46
686,6.66358,628,2.36
687,6.66189,596,2.24
688,6.65836,327,1.23
689,6.66423,456,1.71
690,6.66296,636,2.38
691,6.67049,507,1.90
692,6.65349,433,1.63
693,6.66250,547,2.05
694,6.65656,489,1.83
695,6.65430,428,1.61
696,6.66108,594,2.23
697,6.65071,596,2.23
698,6.64834,406,1.52
699,6.64381,516,1.93
700,6.63535,480,1.80
701,6.66981,104,0.39
702,6.64394,722,2.71
703,6.67148,783,2.94
704,6.65080,505,1.90
705,6.63800,1085,4.07
706,6.67270,856,3.21
707,6.63396,600,2.25
708,6.65165,493,1.85
709,6.63470,489,1.83
710,6.63482,363,1.36
711,6.63608,450,1.69
712,6.62248,676,2.54
713,6.64737,483,1.81
714,6.62454,422,1.58
715,6.62966,490,1.84
716,6.63174,501,1.88
717,6.62174,631,2.37
718,6.62719,573,2.15
719,6.61740,435,1.63
720,6.62597,382,1.43
721,6.60639,740,2.78
722,6.61654,578,2.17
723,6.61764,629,2.36
724,6.60959,585,2.20
725,6.60833,525,1.97
726,6.60467,664,2.49
727,6.61278,659,2.47
728,6.60629,648,2.43
729,6.60235,812,3.05
730,6.60197,545,2.05
731,6.60778,455,1.71
732,6.60264,537,2.01
733,6.58855,514,1.93
734,6.59031,762,2.86
735,6.59197,471,1.77
736,6.59721,616,2.31
737,6.59500,663,2.49
738,6.59862,563,2.11
739,6.58924,507,1.90
740,6.59477,485,1.82
741,6.58360,560,2.10
742,6.58622,341,1.28
743,6.58192,451,1.69
744,6.57860,411,1.54
745,6.57254,434,1.63
746,6.58128,308,1.15
747,6.57253,639,2.40
748,6.57775,373,1.40
749,6.56526,482,1.81
750,6.58301,508,1.91
751,6.56592,313,1.18
752,6.58128,233,0.87
753,6.56823,191,0.72
754,6.57656,345,1.30
755,6.56117,208,0.78
756,6.57307,183,0.69
757,6.56387,225,0.85
758,6.56410,334,1.25
759,6.54895,117,0.44
760,6.55834,186,0.70
761,6.56232,174,0.65
762,6.55225,199,0.75
763,6.56094,101,0.38
764,6.55785,124,0.47
765,6.54999,134,0.50
766,6.54471,214,0.80
767,6.53766,243,0.91
768,6.55781,482,1.81
769,6.56145,292,1.10
770,6.55026,109,0.41
771,6.57256,306,1.15
772,6.54657,618,2.32
773,6.54266,611,2.29
774,6.54103,340,1.28
775,6.54180,472,1.77
776,6.53190,312,1.17
777,6.54723,301,1.13
778,6.53529,184,0.69
779,6.55097,351,1.32
780,6.52981,506,1.90
781,6.54330,613,2.30
782,6.52785,691,2.59
783,6.54849,481,1.80
784,6.52849,726,2.72
785,6.54318,608,2.28
786,6.53141,401,1.50
787,6.52393,650,2.44
788,6.52305,522,1.96
789,6.52493,581,2.18
790,6.52514,574,2.15
791,6.52571,357,1.34
792,6.51528,626,2.35
793,6.52175,597,2.24
794,6.52472,414,1.55
795,6.51369,650,2.44
796,6.52120,811,3.04
797,6.50863,595,2.23
798,6.51567,541,2.03
799,6.51108,580,2.18
800,6.50832,595,2.23
801,6.50401,92,0.35
802,6.50832,856,3.21
803,6.50654,698,2.62
804,6.49917,675,2.53
805,6.50804,559,2.10
806,6.50399,667,2.50
807,6.50037,504,1.89
808,6.49781,494,1.86
809,6.49979,446,1.67
810,6.50464,900,3.38
811,6.50222,668,2.51
812,6.49297,701,2.63
813,6.49732,423,1.59
814,6.49368,614,2.30
815,6.49389,850,3.19
816,6.48891,623,2.34
817,6.48176,678,2.54
818,6.47955,821,3.08
819,6.48006,422,1.58
820,6.48303,697,2.62
821,6.48555,538,2.02
822,6.47915,574,2.15
823,6.47842,767,2.88
824,6.46982,595,2.23
825,6.47642,497,1.86
826,6.47788,425,1.59
827,6.47953,579,2.17
828,6.47349,605,2.27
829,6.47682,363,1.36
830,6.47208,1191,4.47
831,6.48457,600,2.25
832,6.46886,664,2.49
833,6.47458,612,2.30
834,6.47078,757,2.84
835,6.47778,777,2.91
836,6.47857,788,2.95
837,6.47390,528,1.98
838,6.46236,499,1.87
839,6.47287,147,0.55
840,6.46912,256,0.96
841,6.45545,194,0.73
842,6.45434,312,1.17
843,6.46651,282,1.06
844,6.45870,772,2.90
845,6.45087,433,1.62
846,6.45967,1038,3.90
847,6.45439,921,3.46
848,6.44557,570,2.14
849,6.45645,559,2.10
850,6.45144,551,2.07
851,6.44528,1110,4.16
852,6.44101,651,2.44
853,6.44476,548,2.06
854,6.44747,552,2.07
855,6.43992,702,2.63
856,6.44524,714,2.68
857,6.44653,571,2.14
858,6.44723,758,2.84
859,6.44183,515,1.93
860,6.43735,605,2.27
861,6.44059,611,2.29
862,6.43566,261,0.98
863,6.43344,482,1.81
864,6.43906,739,2.77
865,6.43687,1010,3.79
866,6.43156,400,1.50
867,6.43444,525,1.97
868,6.42569,507,1.90
869,6.43472,920,3.45
870,6.43462,506,1.90
871,6.42619,512,1.92
872,6.42529,613,2.30
873,6.43031,398,1.49
874,6.42179,665,2.50
875,6.42905,574,2.15
876,6.42545,677,2.54
877,6.42013,924,3.47
878,6.42017,691,2.59
879,6.41688,646,2.42
880,6.41916,1387,5.21
881,6.41665,526,1.97
882,6.41820,456,1.71
883,6.41914,606,2.27
884,6.42018,699,2.62
885,6.41854,455,1.71
886,6.41959,1125,4.22
887,6.41624,825,3.09
888,6.41417,1077,4.04
889,6.41524,514,1.93
890,6.41319,488,1.83
891,6.41414,710,2.66
892,6.41822,708,2.66
893,6.41236,766,2.88
894,6.40299,779,2.92
895,6.40836,626,2.35
896,6.41137,836,3.14
897,6.40617,957,3.59
898,6.40541,702,2.63
899,6.41227,625,2.34
900,6.39710,399,1.50
901,6.40429,102,0.38
902,6.40377,837,3.14
903,6.39902,690,2.59
904,6.39634,1170,4.39
905,6.39529,973,3.65
906,6.40369,680,2.55
907,6.39820,1165,4.37
908,6.39562,848,3.18
909,6.40210,528,1.98
910,6.38687,685,2.57
911,6.39364,755,2.83
912,6.39092,741,2.78
913,6.38686,509,1.91
914,6.39654,1347,5.05
915,6.38797,851,3.19
916,6.38560,442,1.66
917,6.38671,1057,3.97
918,6.39166,830,3.12
919,6.38383,564,2.11
920,6.39063,574,2.15
921,6.38694,1137,4.27
922,6.38197,491,1.84
923,6.38927,412,1.54
924,6.38054,493,1.85
925,6.37979,705,2.64
926,6.37504,481,1.80
927,6.37433,1332,5.00
928,6.37112,432,1.62
929,6.36580,520,1.95
930,6.38087,536,2.01
931,6.37847,1002,3.76
932,6.37637,394,1.48
933,6.36936,25,0.09
934,6.36964,465,1.74
935,6.37326,919,3.45
936,6.36608,468,1.76
937,6.36772,641,2.41
938,6.36515,398,1.49
939,6.37593,497,1.87
940,6.37124,319,1.20
941,6.35372,653,2.45
942,6.36828,610,2.29
943,6.36668,702,2.63
944,6.35146,795,2.98
945,6.36233,582,2.18
946,6.36619,477,1.79
947,6.36046,576,2.16
948,6.37085,319,1.20
949,6.36235,612,2.30
950,6.35906,846,3.17
951,6.36054,885,3.32
952,6.36157,906,3.40
953,6.35130,451,1.69
954,6.35166,397,1.49
955,6.35553,1271,4.77
956,6.35457,413,1.55
957,6.34836,378,1.42
958,6.35934,564,2.12
959,6.35174,444,1.67
960,6.35136,570,2.14
961,6.35250,531,1.99
962,6.34843,468,1.76
963,6.34225,821,3.08
964,6.35002,557,2.09
965,6.34700,552,2.07
966,6.34551,545,2.04
967,6.34739,1051,3.94
968,6.34516,583,2.19
969,6.34657,609,2.28
970,6.34030,524,1.97
971,6.34026,581,2.18
972,6.34031,402,1.51
973,6.34710,615,2.31
974,6.33387,401,1.50
975,6.33942,507,1.90
976,6.34826,1188,4.46
977,6.34003,798,2.99
978,6.33141,665,2.50
979,6.33858,821,3.08
980,6.33347,697,2.61
981,6.33497,698,2.62
982,6.33124,616,2.31
983,6.34109,541,2.03
984,6.32155,740,2.78
985,6.33016,596,2.24
986,6.32338,580,2.18
987,6.32600,770,2.89
988,6.32633,477,1.79
989,6.32885,479,1.80
990,6.32538,1631,6.12
991,6.31714,455,1.71
992,6.32604,1137,4.27
993,6.32266,692,2.60
994,6.32266,490,1.84
995,6.32209,563,2.11
996,6.32379,694,2.60
997,6.31926,120,0.45
998,6.31917,415,1.56
999,6.31808,672,2.52
1000,6.32340,454,1.70
1001,6.32475,104,0.39
1002,6.31626,856,3.21
1003,6.32629,475,1.78
1004,6.31232,843,3.16
1005,6.31082,680,2.55
1006,6.30722,673,2.52
1007,6.30784,661,2.48
1008,6.31099,786,2.95
1009,6.30241,369,1.38
1010,6.31497,833,3.13
1011,6.30950,595,2.23
1012,6.30940,831,3.12
1013,6.30497,626,2.35
1014,6.30695,661,2.48
1015,6.30489,726,2.72
1016,6.31966,955,3.58
1017,6.30921,547,2.05
1018,6.30930,530,1.99
1019,6.30316,695,2.61
1020,6.31763,454,1.70
1021,6.30334,1488,5.58
1022,6.29946,686,2.57
1023,6.30709,1121,4.20
1024,6.29506,451,1.69
1025,6.30284,864,3.24
1026,6.30115,979,3.67
1027,6.30768,738,2.77
1028,6.29948,332,1.24
1029,6.29575,575,2.16
1030,6.30373,513,1.92
1031,6.30027,526,1.97
1032,6.29827,1218,4.57
1033,6.29074,610,2.29
1034,6.29720,663,2.49
1035,6.29963,874,3.28
1036,6.30142,445,1.67
1037,6.28781,1550,5.82
1038,6.29814,785,2.95
1039,6.29079,1193,4.47
1040,6.28322,628,2.36
1041,6.29607,800,3.00
1042,6.28894,817,3.07
1043,6.29495,397,1.49
1044,6.29042,491,1.84
1045,6.28917,366,1.37
1046,6.28437,411,1.54
1047,6.29598,553,2.08
1048,6.28634,1036,3.89
1049,6.29531,351,1.32
1050,6.28974,414,1.55
1051,6.28512,631,2.37
1052,6.28064,833,3.13
1053,6.28494,375,1.41
1054,6.27462,49,0.19
1055,6.28737,49,0.18
1056,6.28705,48,0.18
1057,6.28257,50,0.19
1058,6.27613,688,2.58
1059,6.28595,1081,4.06
1060,6.28786,49,0.18
1061,6.27378,554,2.08
1062,6.27458,48,0.18
1063,6.27291,50,0.19
1064,6.27333,527,1.98
